"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"traveler:WATCH_GIVER1","@I sold it.","@売りました。"
"traveler:WATCH_GIVER1","What!","え！？"
"traveler:WATCH_GIVER1","I give you watch to hold.","腕時計は、預けたんですよ。"
"traveler:WATCH_GIVER1","Put trust in you!","信用してたのに！"
"traveler:WATCH_GIVER1","Watch was gift from cousin.","従兄からの贈り物だったんだ。"
"traveler:WATCH_GIVER1","I hope you got good money for it.","いい値で売れたんだろうね。"
"traveler:WATCH_GIVER1","Damn Arstotzkan crook.","クソ詐欺師のアルストツカ人め。"
"traveler:ARSKICKER0","Hey man.","よぉ、兄ちゃん。"
"traveler:ARSKICKER0","I lost id card.","IDカードをなくしちまったんだ。"
"traveler:ARSKICKER0","I think someone stole it from locker room.","誰かがロッカールームから盗んだみたいだ。"
"traveler:ARSKICKER0","But we won match!","でもな、試合には勝ったんだ！"
"traveler:ARSKICKER0","Can't wait to get home.~","家に帰るのが待ち遠しいよ。~"
"traveler:ARSKICKER0","I have carried this for years, maybe you take it.","これ、何年も持ってたけど、やるよ。"
"traveler:ARSKICKER0","@Your Arstotzkan id card is missing.","@アルストツカのIDカードがありませんね。"
"traveler:ARSKICKER0","I know man. I told you.","そうだよ。だから言ったろ。"
"traveler:ARSKICKER0","It was stolen.","盗まれたって。"
"traveler:ARSKICKER0","C'mon let me through.","通してくれよ。"
"traveler:ARSKICKER0","Thanks bud, is good to be home!","ありがとよ、兄ちゃん。家に帰れて嬉しいよ！"
"traveler:ARSKICKER0","Hey bullshit!","おいおい、ウソだろ！"
"traveler:ARSKICKER0","I gave you pennant even!","ペナントまであげたじゃんか！"
"traveler:ARSKICKER0","Gonna tell coach about this crap.","このこと、コーチにも伝えっからな。"
"traveler:ARSKICKER1","Hi again.","また会ったな。"
"traveler:ARSKICKER1","Remember me?","覚えてっか？"
"traveler:ARSKICKER1","Go Arskickers!","ゴー、アルスキッカーズ！"
"traveler:ARSKICKER1","I give you that great banner.~","その、すげえペナントをあげたろ。~"
"traveler:ARSKICKER1","Listen, I tell my coach about this.","実はコーチにこの前のこと話したんだ。"
"traveler:ARSKICKER1","He get very upset.","めちゃくちゃ怒られた。"
"traveler:ARSKICKER1","Say if I do not get banner back, I lose front seat on team bus.~","ペナントを取り戻さないと、チームバスの最前列の席をなくしちまう。~"
"traveler:ARSKICKER1","All seats good, but front seat definitely best.","どの席も悪くないけど、最前列が一番だ。"
"traveler:ARSKICKER1","So I really just need banner back.","ペナントさえ返してくれば、それでいい。"
"traveler:ARSKICKER1","What you say?","どうだい？"
"traveler:ARSKICKER1","Lousy fan!","ひどいファンだぜ！"
"traveler:ARSKICKER1","Ah thanks!","あぁ、助かった！"
"traveler:ARSKICKER1","Do not forget to root for us!","チームの応援を、忘れないでくれよ！"
"traveler:ARSKICKER1","Ah good.","あぁ、良かった。"
"traveler:ARSKICKER1","It is more beaten up than I remember.","前よりボロくなってるなぁ。"
"traveler:ARSKICKER1","Even there is big tear here.","ここなんかでっかく破れてるし。"
"traveler:ARSKICKER1","What did you do?","何したんだ？"
"traveler:ARSKICKER1","Oh well. Coach should be happy.","まぁいいさ。コーチが喜ぶよ。"
"traveler:ARSKICKER1","Alright that is great yeah.","そりゃイイ。"
"traveler:ARSKICKER1","But where is banner?","で、ペナントどこだ？"
"traveler:ARSKICKER1","Thanks bud!","ありがとよ、兄ちゃん！"
"traveler:ARSKICKER1","Do not forget to root for us at regionals.","チームの応援、忘れないでくれよ。"
"traveler:ARSKICKER1","Ok. Well.","わかったよ。"
"traveler:ARSKICKER1","That is messed up.","ひどいな。"
"traveler:ARSKICKER1","At least you give banner back right?","せめてペナントは返してくれるよな？"
"traveler:ARSKICKER1","At least you give banner back.","ペナントだけ返してくれよ。"
"traveler:ARSKICKER1","@The banner is mine now.","@ペナントはもう私のものです。"
"traveler:ARSKICKER1","Oh boy.","なんだよ。"
"traveler:ARSKICKER1","Such an asshole here.","イヤなヤツもいたもんだ。"
"traveler:ARSKICKER1","If guards do not kill me, coach will.","護衛に殺されなくても、コーチに殺されちまうよ。"
"traveler:BUSTED_SPY","I have not much time.","時間がない。"
"traveler:BUSTED_SPY","You must hold on to these.","どうかこれを預かってくれ。"
"traveler:BUSTED_SPY","Keep them safe today.","今日一日保管してほしい。"
"traveler:BUSTED_SPY","I am being followed by an imposter.","詐欺師に追われてるんだ。"
"traveler:BUSTED_SPY","They pretend to be from the Ministry of Information but it is a lie.","情報省の職員のフリをしているが、偽物だ。"
"traveler:BUSTED_SPY","If they ask for documents, give these instead.","書類を求められたら、こっちを渡してくれ。"
"traveler:BUSTED_SPY","Do not mix them up.","２つの書類を間違えるなよ。"
"traveler:BUSTED_SPY_FOLLOWER","@Your papers?","@書類は？"
"traveler:BUSTED_SPY_FOLLOWER","I am from the Ministry of Information.","情報省職員です。"
"traveler:BUSTED_SPY_FOLLOWER","You have something to give us.","私に渡す物があるでしょう。"
"traveler:BUSTED_SPY_FOLLOWER","Perfect.","よろしい。"
"traveler:GYM_INSTRUCTOR","You are skin and bones.","骨と皮だけっスね。"
"traveler:GYM_INSTRUCTOR","Bet you have no real strength.","体力ないっしょ。"
"traveler:GYM_INSTRUCTOR","Come to gym, I make you big.","ジムに来たら、鍛えられるっスよ。"
"traveler:GYM_INSTRUCTOR","I guarantee you get big at Get Big Town.","ムキムキタウン来れば、絶対ムキムキ。"
"traveler:GYM_INSTRUCTOR","Is what we do.","それが仕事っスから。"
"traveler:GYM_INSTRUCTOR","Denied? Hah.","拒否？そうっスね。"
"traveler:GYM_INSTRUCTOR","This is what I expect from skinny weakling.","ガリガリ弱虫くんはやっぱこういうことするんスね。"
"traveler:OLD_INSPECTOR","I used to be an inspector like you.","私もあなたと同じように、審査官をしてましたよ。"
"traveler:OLD_INSPECTOR","Many years ago. Back in United Fed.~","何年も昔。合衆連邦にいた頃さ。~"
"traveler:OLD_INSPECTOR","We denied most people.~","ほとんどの人を拒否したな。~"
"traveler:OLD_INSPECTOR","It is all done by computers now.","今はコンピューターで処理するからな。"
"traveler:OLD_INSPECTOR","They can deny much faster that way.","もっと早く拒否できるだろう。"
"traveler:OLD_INSPECTOR","Good luck.","頑張って。"
"traveler:OLD_INSPECTOR","I do not miss it.","私はまたやりたいとは思わないがね。"
"traveler:OLD_INSPECTOR","What? Why am I denied?~","何？私が拒否？~"
"traveler:OLD_INSPECTOR","So this is what it feels like.~","そうか、こんな気分なんだな。~"
"traveler:OLD_INSPECTOR","@Where is entry permit?","@入国許可証は？"
"traveler:OLD_INSPECTOR","Eh, it does not matter what I say.","ふん、何を言っても関係ないか。"
"traveler:OLD_INSPECTOR","Just deny the visa and I will go.","入国を拒否してくれたら帰るよ。"
"traveler:RED_STAMP","Red stamp.","赤いハンコ。"
"traveler:RED_STAMP","@What?","@はい？"
"traveler:RED_STAMP","Give me red stamp.","赤いハンコ押して。"
"traveler:RED_STAMP","I am serious.","お願いです。"
"traveler:RED_STAMP","I have better job offer in Impor.","インポールに、もっといい仕事がある。"
"traveler:RED_STAMP","Red stamp and I can break contract in Arstotzka.","赤いハンコで、アルストツカの契約を解除できる。"
"traveler:RED_STAMP","10 credits for you.","10クレジットをあげるから。"
"traveler:RED_STAMP","Damn it.","くそっ。"
"traveler:RED_STAMP","I am sure you deny people all day.","１日中、皆を拒否してるんでしょう？"
"traveler:RED_STAMP","Why not now?","どうしてダメなんだ？"
"traveler:RED_STAMP","I figure something else out.","違う方法を考える。"
"traveler:RED_STAMP","Ok, now I get free from this bad job.","よし、これでひどい仕事をやめられる。"
"traveler:RED_STAMP","Thanks.","ありがとう。"
"traveler:NEED_SURGERY","I come for medical reasons.","医療上の理由で来ました。"
"traveler:NEED_SURGERY","@Your papers are missing.","@書類が足りません。"
"traveler:NEED_SURGERY","Please.","お願いします。"
"traveler:NEED_SURGERY","Surgery I need is outlawed in Kolechia.","必要な手術が、コレチアでは違法なんです。"
"traveler:NEED_SURGERY","Even so, I do not trust doctors there.","ただでさえ、あそこの医者は信じられない。"
"traveler:NEED_SURGERY","Only Arstotzka have skilled surgeons.","腕利きの外科医はアルストツカにしかいないんです。"
"traveler:NEED_SURGERY","@You do not have the right documents.","@正しい書類を持っていませんよね。"
"traveler:NEED_SURGERY","Yes.","はい。"
"traveler:NEED_SURGERY","They will not give papers for surgery.","手術のためでも、書類をくれないんです。"
"traveler:NEED_SURGERY","Thank you. I will not forget this.","ありがとう。このご恩、忘れません。"
"traveler:NEED_SURGERY","I expected this.","こうなると思ってました。"
"traveler:NEED_SURGERY","I do not know how long I survive.","あとどれだけ生きられるかわからない。"
"traveler:NEED_SURGERY","But you do not care.~","だけど、あなたにとっては、どうでもいいことか。~"
"traveler:NEED_SURGERY","I hope you are not in same place as me.","私と同じ目に合わないといいですがね。"
"traveler:LOVE_SONG","I will leave this here.","これ、ここに置いときますね。"
"traveler:LOVE_SONG","Great!","素晴らしい！"
"traveler:LOVE_SONG","You really super guy!~","あなた、本当にイケてますね！~"
"traveler:LOVE_SONG","Can I have note back now?","その手紙、返してくれますか？"
"traveler:LOVE_SONG","I need it for next inspector.","次の審査官に渡さないとダメだから。"
"traveler:LOVE_SONG","But I give you such lovely note!","あんなステキな手紙を渡したのに！"
"traveler:LOVE_SONG","Thanks and like I say, you super guy.","ありがとう、あなた本当イケてるよ。"
"traveler:LOVE_SONG","Do not forget.","忘れないで。"
"traveler:LOVE_SONG","Is too much?","やり過ぎですか？"
"traveler:LOVE_SONG","@Yes.","@はい。"
"traveler:LOVE_SONG","Is too much. I can see that now.","やり過ぎか。そうだな。"
"traveler:LOVE_SONG","Next time I make couple copies first.","今度来る時は、何枚かコピーしておくよ。"
"traveler:LOVE_SONG_LONELY","Life sucks.","最悪の人生さ。"
"traveler:LOVE_SONG_LONELY","Nobody loves me.","誰も愛してくれない。"
"traveler:LOVE_SONG_LONELY","For me?","私に？"
"traveler:LOVE_SONG_LONELY","Like fire?","熱い火？"
"traveler:LOVE_SONG_LONELY","Object of desire?","欲望そのもの？"
"traveler:LOVE_SONG_LONELY","Wow, nobody say such nice things!","いやぁ、こんなステキなこと、今まで言われたことない！"
"traveler:LOVE_SONG_LONELY","Part about visa is confusing but rest is very powerful.","ビザのところがよくわからないけど、あとはグッときます。"
"traveler:LOVE_SONG_LONELY","Thank you!","ありがとう！"
"traveler:LOVE_SONG_LONELY","Thank you again!","ホントありがとう！"
"traveler:LOVE_SONG_LONELY","Thanks I guess.","どうも。"
"traveler:LOVE_SONG_LONELY","No problem!","大丈夫！"
"traveler:LOVE_SONG_LONELY","Today is good day anyway!","今日はいい日だからね！"
"traveler:LOVE_SONG_LONELY","Even you hate me.","あなたにも嫌われたか。"
"traveler:LOVE_SONG_LONELY","Some guy I do not even know.","知りもしない人なのに。"
"traveler:KOLECHIAN_HATER","It was a mistake to open this checkpoint.","この検問所を開いたのは、間違いだ。"
"traveler:FINALLY_RETURN_HOME","Finally I can return home.","ようやく家に帰れる。"
"traveler:FINALLY_RETURN_HOME","You bastard.","人でなしめ。"
"traveler:FINALLY_RETURN_HOME","Thank you.","ありがとう。"
"traveler:SMALL_CHECKPOINT","This checkpoint is smaller than I expected.","この検問所、思ったより小さいですね。"
"traveler:WAITED_FOREVER","I have waited in this damn line since for 8 hours.","このクソ長い列に８時間も並んだよ。"
"traveler:WAITED_FOREVER","I hope it was worth it.","それだけの価値があるといいが。"
"traveler:WAITED_FOREVER","Unbelievable. Go to hell.","信じられん。最悪だな。"
"traveler:HURRY_UP","Hurry up.","急いで下さい。"
"traveler:HURRY_UP","I am meeting bus soon.","もうすぐバスが出てしまいます。"
"traveler:HURRY_UP","What is this?","これは何ですか？"
"traveler:HURRY_UP","Finally.","やっとか。"
"traveler:GLAD_YOU_HAVE_JOB","I heard about terrorist attack.","テロの襲撃があったと聞きました。"
"traveler:GLAD_YOU_HAVE_JOB","You are lucky to have a job still.","なのに、まだ仕事があるなんて運が良いですよ。"
"traveler:GLAD_YOU_HAVE_JOB","Be safe.","気をつけて。"
"traveler:TICKET_NOT_PERMIT","What? I do not know. To visit?","うん？何だろう、観光かな？"
"traveler:TICKET_NOT_PERMIT","A few days maybe.","数日間だと思う。"
"traveler:TICKET_NOT_PERMIT","Entry permit? I have ticket here.","入国許可証？入国券ならあるよ。"
"traveler:TICKET_NOT_PERMIT","Let me through.","通して。"
"traveler:TICKET_NOT_PERMIT","@Ticket is not enough any more.","@入国券はもう使えません。"
"traveler:TICKET_NOT_PERMIT","@Get a permit.","@入国許可証を持ってきて下さい。"
"traveler:TICKET_NOT_PERMIT","Bullshit!","バカな！"
"traveler:TICKET_NOT_PERMIT","I paid good money for ticket.","この入国券、高くついたのに。"
"traveler:VISIT_SON","I am so happy that the border has opened.","国境が開いて、とても嬉しいよ。"
"traveler:VISIT_SON","I will visit my son. I have not seen him in six years. [Speech/Purpose]","息子に会いに行くんだ。もう６年も会ってない。 [Speech/Purpose]"
"traveler:VISIT_SON","6 months. [Speech/Duration]","6ヶ月だね。 [Speech/Duration]"
"traveler:VISIT_SON","Please, let me pass. My son is waiting.","お願い、通して。息子が待ってるんだ。"
"traveler:VISIT_SON","Thank you.","ありがとう。"
"traveler:VISIT_SON","Curse you.","アンタを恨むよ。"
"traveler:DETAIN_FIRST","Hey wait.","ちょっと待て。"
"traveler:DETAIN_FIRST","Do not arrest me, please.","勘弁してくれ、頼む。"
"traveler:DETAIN_FIRST","Just deny my passport and I will go away.","入国拒否してくれたら、それで帰る。"
"traveler:HATE_COUNTRY","It is not my choice. I hate this damn country.","来たくて来たんじゃない。こんなサイテーな国、大嫌いだ。"
"traveler:HATE_COUNTRY","I am just passing through. [Speech/Purpose]","通過するだけ。 [Speech/Purpose]"
"traveler:HATE_COUNTRY","As little as possible. 2 days. [Speech/Duration]","できるだけ短期間。２日だ。 [Speech/Duration]"
"traveler:HATE_COUNTRY","Ugh.","はぁ。"
"traveler:HATE_COUNTRY","Just as well.","むしろ良かった。"
"traveler:SEARCH_BRIBE_INTRO","Slow down my friend.","まあ、聞けよ。"
"traveler:SEARCH_BRIBE_INTRO","I have only harmless medicine.","害のないクスリを持ってるだけだ。"
"traveler:SEARCH_BRIBE_INTRO","I give you 10 credits to let me through.","10クレジットやるから、通してくれ。"
"traveler:SEARCH_BRIBE_INTRO","Excellent.","よし。"
"traveler:SEARCH_BRIBE_INTRO","As I promised.","約束のものだ。"
"traveler:SEARCH_BRIBE_INTRO","Why you turn down good money?","なぜ金を受け取らない？"
"traveler:SEARCH_BRIBE_INTRO","@You are lucky to escape arrest.","@逮捕されなくて運が良かったな。"
"traveler:SEARCH_BRIBE_INTRO","@Do not come back.","@二度と来ないでくれ。"
"traveler:SEARCH_BRIBE_INTRO","@You cannot bribe an officer of Arstotzka.","@アルストツカの役人に賄賂は通用しない。"
"traveler:SEARCH_BRIBE_INTRO","They must pay well for such obedience, dog.","従順な犬には、払いもいいんだろな。"
"traveler:TWO_PASSPORTS","Shit!","おっと！"
"traveler:TWO_PASSPORTS","I make small mistake.","ちょっと間違えた。"
"traveler:TWO_PASSPORTS","Please give documents back.","書類を返して下さい。"
"traveler:TWO_PASSPORTS","@Why do you have two passports?","@なぜパスポートを2つお持ちで？"
"traveler:TWO_PASSPORTS","Is funny story.","おかしな話ですよね。"
"traveler:TWO_PASSPORTS","I tell you everything.","全部お話します。"
"traveler:TWO_PASSPORTS","First, you give papers back to me.","まずは、書類を返して下さい。"
"traveler:TWO_PASSPORTS","And the others?","他のも。"
"traveler:TWO_PASSPORTS","Last one please.","最後のも。お願いです。"
"traveler:IDSUPPLEMENT_COMPLAIN","This id supplement is total pain.","この身分証明補足書には、まったくうんざりですよ。"
"traveler:IDSUPPLEMENT_COMPLAIN","Was not easy to get and only lasts few days.","取るのは大変なのに、数日しか使えないなんて。"
"traveler:IDSUPPLEMENT_COMPLAIN","You Arstotzkans just make it harder and harder.","アルストツカ人は、どんどん物事を面倒にする。"
"traveler:IDSUPPLEMENT_COMPLAIN","Why even have open border?","大体、なぜ国境を開いたんだ？"
"traveler:IDSUPPLEMENT_COMPLAIN","Bah.","ふん！"
"traveler:IDSUPPLEMENT_COMPLAIN","Would be better to spend money on bribe.","ワイロにカネを使った方がマシだよ。"
"traveler:IDSUPPLEMENT_COMPLAIN","Less trouble and faster.","面倒じゃないし、早い。"
"traveler:IDSUPPLEMENT_COMPLAIN","I knew it would not even work.","ハナからダメと、わかってたよ。"
"traveler:CRIMINAL_FIRST","@Funny to see you here.","@まさか本当にお目にかかるとはね。"
"traveler:CRIMINAL_FIRST","@Just when starting to look for criminals.","@指名手配犯が掲載され始めた矢先にね。"
"traveler:CRIMINAL_FIRST","Criminals?","指名手配犯？"
"traveler:CRIMINAL_FIRST","What are you saying?","何のことだ？"
"traveler:DENIAL_REASON_FIRST","Denied?","拒否？"
"traveler:DENIAL_REASON_FIRST","For what reason?","どういう理由で？"
"traveler:DENIAL_REASON_FIRST","@It is clearly stamped there.","@このスタンプの通りです。"
"traveler:DENIAL_REASON_FIRST","Oh.~","ふーん。~"
"traveler:DENIAL_REASON_FIRST","Screw you anyways.","クソだな。"
"traveler:NO_IMPORIANS_FIRST","@Imporians are prohibited from entering.","@インポール人は入国が禁じられています。"
"traveler:NO_IMPORIANS_DAY","@Imporians are prohibited from entering.","@インポール人は入国が禁じられています。"
"traveler:NO_UNITEDFED_FIRST","@Do not bring your sickness to Arstotzka.","@アルストツカに病気を持ち込まないで下さい。"
"traveler:NO_UNITEDFED_FIRST","What?","え？"
"traveler:NO_UNITEDFED_FIRST","I am perfectly healthy.","私は至って健康ですが。"
"traveler:NO_UNITEDFED_FIRST","It is so easy to deny entry.","入国拒否するのは、簡単なんですね。"
"traveler:NO_UNITEDFED_FIRST","All this paperwork is wasted.","用意した書類が全部無駄になった。"
"traveler:NO_UNITEDFED","@Do not bring your sickness to Arstotzka.","@アルストツカに病気を持ち込まないで下さい。"
"traveler:NO_UNITEDFED","What?","え？"
"traveler:NO_UNITEDFED","I am perfectly healthy.","私は至って健康ですが。"
"traveler:NO_UNITEDFED","It is so easy to deny entry.","入国拒否するのは、簡単なんですね。"
"traveler:NO_UNITEDFED","All this paperwork is wasted.","用意した書類が全部無駄になった。"
"traveler:CONFISCATION_DISTRICT_FIRST","Thank you. It is good to be back home.","ありがとう。やっぱり、祖国はいいね。"
"traveler:CONFISCATION_DISTRICT_FIRST","I am leaving for trip soon so I just need my passport back.","またすぐに旅出ちます。パスポートを返して下さい。"
"traveler:CONFISCATION_DISTRICT_FIRST","@It is being confiscated.","@押収されました。"
"traveler:CONFISCATION_DISTRICT_FIRST","What do you mean?","どういうことですか？"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip for recovery.","@返還については、伝票の番号に問合せて下さい。"
"traveler:CONFISCATION_DISTRICT_FIRST","You can just hand it back.","いや、ただ返してくれればいいんですよ。"
"traveler:CONFISCATION_DISTRICT_FIRST","@It has been filed. I cannot give it back.","@既に処理済みです。返還はできません。"
"traveler:CONFISCATION_DISTRICT_FIRST","I am not leaving without passport.","パスポートをもらわずには帰れませんよ。"
"traveler:CONFISCATION_DISTRICT_FIRST","Where is my passport?","パスポートはどこですか？"
"traveler:CONFISCATION_DISTRICT_FIRST","You deny entry and take passport?","入国を拒否した上に、パスポートを取り上げるつもりですか？"
"traveler:CONFISCATION_DISTRICT_FIRST","What am I supposed to do?","どうしたらいい？"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip.","@伝票の番号まで、お問合せを。"
"traveler:CONFISCATION_DISTRICT_FIRST","You cannot do this to me!","こんなことしていいはずがない！"
"traveler:CONFISCATION_DISTRICT_FIRST","I am Arstotzkan citizen.","私は、アルストツカ人ですよ。"
"traveler:CONFISCATION_DISTRICT_FIRST","I have right to travel freely.","自由に行き来する権利があるはずだ。"
"traveler:WHISTLEBLOWER","Thank you.","感謝します。"
"traveler:WHISTLEBLOWER","I hope that things are better here.","この国が、前の所より良いことを祈るわ。"
"traveler:WHISTLEBLOWER","What? I was promised asylum here.","え？亡命できると言われて来ました。"
"traveler:WHISTLEBLOWER","I have nowhere else to go.","もう、行くところがないんです。"
"traveler:WHISTLEBLOWER","@This is not my problem.","@私の問題ではないですから。"
"traveler:ACCESSPERMIT_FIRST","You Arstotzkans keep changing rules here.","アルストツカ人はすぐ規則を変える。"
"traveler:ACCESSPERMIT_FIRST","My sister came through last week with different documents.","私の姉は、先週違う書類で通れた。"
"traveler:ACCESSPERMIT_FIRST","Now I need new access permit.","今度は新しい入境許可証が必要だってさ。"
"traveler:ACCESSPERMIT_FIRST","Costs twice as much as before.","しかも、倍の値段。"
"traveler:ACCESSPERMIT_WRONG","What the hell is access permit?","入境許可証って何だ？"
"traveler:ACCESSPERMIT_WRONG","Do you mean entry permit?","入国許可証のことか？"
"traveler:ACCESSPERMIT_WRONG","I have it there.","そこにあるだろ。"
"traveler:ACCESSPERMIT_WRONG","@I mean access permit.","@いえ、入境許可証です。"
"traveler:ACCESSPERMIT_WRONG","Never heard of it. Sounds stupid.","聞いたことない。紛らわしいな。"
"traveler:ACCESSPERMIT_WRONG","@Entry permit and supplement are no longer accepted.","@入国許可証と身分証明補足書では、もう許可されません。"
"traveler:ACCESSPERMIT_WRONG","@Access permit replaces them.","@代わりに入境許可証が必要となります。"
"traveler:ACCESSPERMIT_WRONG","@Makes my job easier.","@私の仕事が楽になります。"
"traveler:ACCESSPERMIT_WRONG","I do not care about your job.","アンタの仕事なんか、知らねーよ。"
"traveler:ACCESSPERMIT_WRONG","Damnit.","クソ。"
"traveler:STRICT_BORDER","I've heard this is very strict checkpoint.","この検問所は、とても厳しいと聞きました。"
"traveler:STRICT_BORDER","I am glad my papers are in order.","書類を揃えられて、良かった。"
"traveler:DESPERATE_BEFORECLOSE","I have heard the border will close.","国境が閉鎖されると聞きました。"
"traveler:DESPERATE_BEFORECLOSE","My access permit will not arrive in time.","入境許可証の入手は間に合わないと思う。"
"traveler:DESPERATE_BEFORECLOSE","Please have mercy.","どうかお願いです。"
"traveler:DESPERATE_BEFORECLOSE","Yes I know. I just told you that.","わかってます。もうあなたにお話しました。"
"traveler:DESPERATE_BEFORECLOSE","I am afraid the border will close before I can enter.","書類がそろう前に国境閉鎖されるのではと心配なんです。"
"traveler:WALLCOMMENT_PLAQUEONE","What is this plaque on the wall?","壁に飾ってるこの賞状は何です？"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for presence?","評価、可ですか。"
"traveler:WALLCOMMENT_PLAQUEONE","Way to go.","良かったですね。"
"traveler:WALLCOMMENT_PLAQUEONE","What is this on the wall?","壁に飾ってるのは、何ですか？"
"traveler:WALLCOMMENT_PLAQUEONE","Recognized for sufficience?","評価、良？"
"traveler:WALLCOMMENT_PLAQUEONE","Impressive. Why even bother with plaque?","スゴイ。ってか、これで賞状もらえるんですね。"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for excellence?","評価、優ですか。"
"traveler:WALLCOMMENT_PLAQUEONE","I hope they give you raise and not just plaque.","賞状だけじゃなく、昇給もあるといいですね。"
"traveler:WALLCOMMENT_PLAQUEONE","Find a better plaque.","別のものを飾ったらどうですか。"
"traveler:WALLCOMMENT_PLAQUEONE","This one looks like cheap shit.","安物のおもちゃみたいですよ。"
"traveler:WALLCOMMENT_PLAQUEONE","Figures.","似てますよ。"
"traveler:WALLCOMMENT_PLAQUEONE","You are like this plaque.","アンタと、この賞状。"
"traveler:WALLCOMMENT_PLAQUEONE","Cheap shit.","どっちも安物のおもちゃだ。"
"traveler:WALLCOMMENT_PLAQUEONE","What the hell?","クソ。"
"traveler:WALLCOMMENT_ARSKICKER","Nice banner!","いいペナントだな！"
"traveler:WALLCOMMENT_ARSKICKER","I remember that game.","あの試合、覚えてるよ。"
"traveler:WALLCOMMENT_ARSKICKER","Intense.","白熱したな。"
"traveler:WALLCOMMENT_ARSKICKER","Go Arskickers!","ゴー！アルスキッカーズ！"
"traveler:WALLCOMMENT_ARSKICKER","What the hell?","ちきしょう。"
"traveler:WALLCOMMENT_ARSKICKER","I thought we have Arskickers connection.","サポーター仲間だと思ったのに。"
"traveler:WALLCOMMENT_SONDRAWING","What is this drawing on the wall?","この飾ってる絵は、なんだい。"
"traveler:WALLCOMMENT_SONDRAWING","My dog can do better.","うちの犬の方が上手い。"
"traveler:WALLCOMMENT_SONDRAWING","@It is from my son.","@息子がくれたんです。"
"traveler:WALLCOMMENT_SONDRAWING","Oh.~","あぁ。~"
"traveler:WALLCOMMENT_SONDRAWING","Maybe he should try sports.","スポーツの方が向いてるんだな。"
"traveler:WALLCOMMENT_SONDRAWING","Thanks.","ありがとう。"
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.","絵は、そんなに悪くないよ。"
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.","ちょっと機嫌が悪かったんだ。申し訳ない。"
"traveler:WALLCOMMENT_SONDRAWING","Huh?","は？"
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?","絵を悪く言ったから拒否したんだろ？"
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.","@出口は右手になります。"
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?","何だと？"
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?","絵をバカにしたからか？"
"traveler:WALLCOMMENT_SONDRAWING","I take it back!","冗談だよ！"
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!","この絵は美術館に飾られるべきだ！"
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.","ここに飾ってる写真、いいですね。"
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.","家族を思い出すよ。"
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.","ありがとう。"
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.","家族を大切にね。"
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.","なくすのは簡単ですから。"
"speech:ask-purpose","What is the purpose of your trip?","入国の目的は？"
"speech:state-purpose","Visiting.","観光です。"
"speech:state-purpose","Just visiting.","ただの観光です。"
"speech:state-purpose","I am visiting relatives.","親戚に会いに来ました。"
"speech:state-purpose","Visiting friends.","友人に会いに。"
"speech:state-purpose","I come for visit.","観光に来ました。"
"speech:state-purpose","Only to visit.","観光に来ただけ。"
"speech:state-purpose","I will visit friends.","友人に会います。"
"speech:state-purpose","Transit.","乗り継ぎです。"
"speech:state-purpose","I pass through.","乗り継ぎで通るだけです。"
"speech:state-purpose","Transit through the country.","乗り継ぎします。"
"speech:state-purpose","I am transiting to elsewhere.","他の国への乗り継ぎで。"
"speech:state-purpose","Transit through Arstotzka.","アルストツカで乗り継ぎします。"
"speech:state-purpose","Passing through.","乗り継ぎで通過します。"
"speech:state-purpose","I am in transit.","乗り継ぎするんです。"
"speech:state-purpose","Work.","仕事です。"
"speech:state-purpose","I come to work.","仕事しに来ました。"
"speech:state-purpose","I have job here.","ここで仕事があります。"
"speech:state-purpose","I plan to work.","働く予定です。"
"speech:state-purpose","Immigrating.","移住です。"
"speech:state-purpose","I am immigrating to Arstotzka.","アルストツカに移住します。"
"speech:state-purpose","I will move here.","ここに引っ越すんです。"
"speech:state-purpose","I am coming to live with my husband.","主人と一緒に住むために来ました。"
"speech:state-purpose","I am coming to live with my wife.","妻と一緒に住むために来ました。"
"speech:state-purpose","I am diplomatic envoy.","外交使節です。"
"speech:state-purpose","I was called to diplomatic discussions.","外交会談のため呼ばれました。"
"speech:state-purpose","My presence was requested.","招集されて来ました。"
"speech:state-purpose","I am seeking asylum.","亡命を希望しています。"
"speech:state-purpose","I come for political asylum.","政治亡命で来ました。"
