"CONTEXT", "ID", "TEXT"
"traveler:ARSKICKER1","Say if I do not get banner back, I lose front seat on team bus.~","Der hat gesagt, wenn ich den Wimpel nicht wieder mitbringe, darf ich nicht mehr ganz vorne im Bus sitzen.~"
"traveler:ARSKICKER1","All seats good, but front seat definitely best.","An sich sind ja alle Sitze im Bus toll, aber am tollsten ist der ganz vorne."
"traveler:ARSKICKER1","So I really just need banner back.","Ich muß also unbedingt den Wimpel wieder zurück haben."
"traveler:ARSKICKER1","What you say?","Na, was meinen Sie?"
"traveler:ARSKICKER1","Lousy fan!","Besten Dank auch für die tolle Unterstützung!"
"traveler:ARSKICKER1","Ah thanks!","Oh, danke!"
"traveler:ARSKICKER1","Do not forget to root for us!","Und feuern Sie uns tüchtig an!"
"traveler:ARSKICKER1","Ah good.","Ah, gut."
"traveler:ARSKICKER1","It is more beaten up than I remember.","Ist etwas ramponierter als ich ihn in Erinnerung hatte."
"traveler:ARSKICKER1","Even there is big tear here.","Da ist sogar ein ziemlich großer Riß."
"traveler:ARSKICKER1","What did you do?","Was haben Sie damit denn angestellt?"
"traveler:ARSKICKER1","Oh well. Coach should be happy.","Ach, egal, der Trainer wird zufrieden sein."
"traveler:ARSKICKER1","Alright that is great yeah.","Gut, das ist toll."
"traveler:ARSKICKER1","But where is banner?","Aber wo ist der Wimpel?"
"traveler:ARSKICKER1","Thanks bud!","Danke, Meister!"
"traveler:ARSKICKER1","Do not forget to root for us at regionals.","Und feuern Sie uns in der Liga tüchtig an!"
"traveler:ARSKICKER1","Ok. Well.","Na, dann ..."
"traveler:ARSKICKER1","That is messed up.","Das ist nicht gut."
"traveler:ARSKICKER1","At least you give banner back right?","Geben Sie mir dann wenigstens den Wimpel zurück, ja?"
"traveler:ARSKICKER1","At least you give banner back.","Geben Sie mir wenigstens den Wimpel zurück."
"traveler:ARSKICKER1","@The banner is mine now.","@Der Wimpel gehört jetzt mir."
"traveler:ARSKICKER1","Oh boy.","Oh, Mann."
"traveler:ARSKICKER1","Such an asshole here.","Was für ein Arschloch."
"traveler:ARSKICKER1","If guards do not kill me, coach will.","Wenn die Grenzer mich nicht umlegen, dann der Trainer."
"traveler:BUSTED_SPY","I have not much time.","Ich hab nicht viel Zeit."
"traveler:BUSTED_SPY","You must hold on to these.","Hier, nehmen Sie."
"traveler:BUSTED_SPY","Keep them safe today.","Passen Sie heute darauf auf."
"traveler:BUSTED_SPY","I am being followed by an imposter.","Ich werde von einem Hochstapler verfolgt."
"traveler:BUSTED_SPY","They pretend to be from the Ministry of Information but it is a lie.","Der tut so, als käme er vom Ministerium für Information, aber das ist glatt gelogen."
"traveler:BUSTED_SPY","If they ask for documents, give these instead.","Wenn der nach Papieren fragt, geben Sie ihm stattdessen das hier."
"traveler:BUSTED_SPY","Do not mix them up.","Bloß nicht verwechseln."
"traveler:BUSTED_SPY_FOLLOWER","@Your papers?","@Ihre Papiere?"
"traveler:BUSTED_SPY_FOLLOWER","I am from the Ministry of Information.","Ich komme vom Ministerium für Information."
"traveler:BUSTED_SPY_FOLLOWER","You have something to give us.","Sie haben etwas für mich?"
"traveler:BUSTED_SPY_FOLLOWER","Perfect.","Perfekt."
"traveler:GYM_INSTRUCTOR","You are skin and bones.","Sie sind ja nur noch Haut und Knochen."
"traveler:GYM_INSTRUCTOR","Bet you have no real strength.","Ich wette, Sie haben überhaupt nichts in den Armen."
"traveler:GYM_INSTRUCTOR","Come to gym, I make you big.","Kommen Sie in unser Studio, und ich mache einen Schrank aus Ihnen."
"traveler:GYM_INSTRUCTOR","I guarantee you get big at Get Big Town.","In der Muckibude werden auch Sie garantiert Muskelmasse aufbauen."
"traveler:GYM_INSTRUCTOR","Is what we do.","Denn genau das tun wir da."
"traveler:GYM_INSTRUCTOR","Denied? Hah.","Abgelehnt? Haha."
"traveler:GYM_INSTRUCTOR","This is what I expect from skinny weakling.","Was will man auch sonst von so einem Waschlappen erwarten?"
"traveler:OLD_INSPECTOR","I used to be an inspector like you.","Ich war früher auch mal Inspektor, genau wie Sie."
"traveler:OLD_INSPECTOR","Many years ago. Back in United Fed.~","Vor vielen Jahren, damals, in der VF.~"
"traveler:OLD_INSPECTOR","We denied most people.~","Die meisten Leute haben wir abgewiesen.~"
"traveler:OLD_INSPECTOR","It is all done by computers now.","Jetzt wird das alles von Computern übernommen."
"traveler:OLD_INSPECTOR","They can deny much faster that way.","So kann man die Leute noch viel schneller abweisen."
"traveler:OLD_INSPECTOR","Good luck.","Viel Glück."
"traveler:OLD_INSPECTOR","I do not miss it.","Die Arbeit vermisse ich nicht."
"traveler:OLD_INSPECTOR","What? Why am I denied?~","Was? Warum weisen Sie mich ab?~"
"traveler:OLD_INSPECTOR","So this is what it feels like.~","So fühlt sich das also an.~"
"traveler:OLD_INSPECTOR","@Where is entry permit?","@Wo ist Ihre Einreise-Genehmigung?"
"traveler:OLD_INSPECTOR","Eh, it does not matter what I say.","Ach, ist doch egal, was ich sage."
"traveler:OLD_INSPECTOR","Just deny the visa and I will go.","Lehnen Sie einfach das Visum ab, und ich verschwinde."
"traveler:RED_STAMP","Red stamp.","Roter Stempel."
"traveler:RED_STAMP","@What?","@Was?"
"traveler:RED_STAMP","Give me red stamp.","Verpassen Sie mir einen roten Stempel."
"traveler:RED_STAMP","I am serious.","Echt jetzt."
"traveler:RED_STAMP","I have better job offer in Impor.","Man hat mir eine bessere Arbeit in Impor angeboten."
"traveler:RED_STAMP","Red stamp and I can break contract in Arstotzka.","Mit einem roten Stempel komme ich aus meinem Vertrag in Arstotzka raus."
"traveler:RED_STAMP","10 credits for you.","10 Credits für Sie."
"traveler:RED_STAMP","Damn it.","Verdammt."
"traveler:RED_STAMP","I am sure you deny people all day.","Sie weisen doch sicher den ganzen Tag lang Leute ab."
"traveler:RED_STAMP","Why not now?","Und warum jetzt nicht?"
"traveler:RED_STAMP","I figure something else out.","Dann lasse ich mir was anderes einfallen."
"traveler:RED_STAMP","Ok, now I get free from this bad job.","Gut, jetzt bin ich diesen dämlichen Posten los."
"traveler:RED_STAMP","Thanks.","Danke."
"traveler:NEED_SURGERY","I come for medical reasons.","Ich komme aus medizinischen Gründen."
"traveler:NEED_SURGERY","@Your papers are missing.","@Sie haben keine Papiere."
"traveler:NEED_SURGERY","Please.","Bitte."
"traveler:NEED_SURGERY","Surgery I need is outlawed in Kolechia.","Der Eingriff, den ich brauche, steht in Kolechien unter Strafe."
"traveler:NEED_SURGERY","Even so, I do not trust doctors there.","Und selbst wenn dem nicht so wäre, würde ich den Ärzten da niemals trauen."
"traveler:NEED_SURGERY","Only Arstotzka have skilled surgeons.","Nur in Arstotzka gibt es gute Chirurgen."
"traveler:NEED_SURGERY","@You do not have the right documents.","@Sie haben nicht die erforderlichen Papiere."
"traveler:NEED_SURGERY","Yes.","Stimmt."
"traveler:NEED_SURGERY","They will not give papers for surgery.","Für einen solchen Eingriff bekommt man keine Papiere."
"traveler:NEED_SURGERY","Thank you. I will not forget this.","Danke, das werde ich Ihnen nicht vergessen."
"traveler:NEED_SURGERY","I expected this.","Das hatte ich nicht anders erwartet."
"traveler:NEED_SURGERY","I do not know how long I survive.","Ich weiß nicht, wie lange ich jetzt noch zu leben habe."
"traveler:NEED_SURGERY","But you do not care.~","Aber Ihnen ist das egal.~"
"traveler:NEED_SURGERY","I hope you are not in same place as me.","Ich hoffe, es wird Ihnen niemals so wie mir gehen."
"traveler:LOVE_SONG","I will leave this here.","Ich laß Ihnen das mal hier."
"traveler:LOVE_SONG","Great!","Klasse!"
"traveler:LOVE_SONG","You really super guy!~","Sie sind wirklich schwer in Ordnung!~"
"traveler:LOVE_SONG","Can I have note back now?","Kann ich den Zettel jetzt wieder zurück haben?"
"traveler:LOVE_SONG","I need it for next inspector.","Ich brauche den für den nächsten Inspektor."
"traveler:LOVE_SONG","But I give you such lovely note!","Aber ich habe Ihnen doch so einen schönen Zettel gegeben!"
"traveler:LOVE_SONG","Thanks and like I say, you super guy.","Danke, Sie sind wirklich schwer in Ordnung."
"traveler:LOVE_SONG","Do not forget.","Nicht vergessen."
"traveler:LOVE_SONG","Is too much?","Zu dick aufgetragen?"
"traveler:LOVE_SONG","@Yes.","@Ja."
"traveler:LOVE_SONG","Is too much. I can see that now.","Ja, zu dick aufgetragen, jetzt, wo Sie's sagen ..."
"traveler:LOVE_SONG","Next time I make couple copies first.","Nächstes Mal mache ich erst ein paar Kopien."
"traveler:LOVE_SONG_LONELY","Life sucks.","Ein Scheißleben ist das."
"traveler:LOVE_SONG_LONELY","Nobody loves me.","Keiner liebt mich."
"traveler:LOVE_SONG_LONELY","For me?","Für mich?"
"traveler:LOVE_SONG_LONELY","Like fire?","Wie Feuer?"
"traveler:LOVE_SONG_LONELY","Object of desire?","Objekt der Begierde?"
"traveler:LOVE_SONG_LONELY","Wow, nobody say such nice things!","Du meine Güte, so was Nettes hat mir ja noch keiner gesagt!"
"traveler:LOVE_SONG_LONELY","Part about visa is confusing but rest is very powerful.","Der Teil mit dem Visum ist irgendwie verwirrend, aber der Rest hat wirklich Feuer."
"traveler:LOVE_SONG_LONELY","Thank you!","Danke!"
"traveler:LOVE_SONG_LONELY","Thank you again!","Vielen Dank noch einmal!"
"traveler:LOVE_SONG_LONELY","Thanks I guess.","Tja, danke ..."
"traveler:LOVE_SONG_LONELY","No problem!","Kein Problem!"
"traveler:LOVE_SONG_LONELY","Today is good day anyway!","Heute ist eh ein schöner Tag!"
"traveler:LOVE_SONG_LONELY","Even you hate me.","Selbst Sie hassen mich."
"traveler:LOVE_SONG_LONELY","Some guy I do not even know.","Irgendein Kerl, den ich nicht mal kenne."
"traveler:KOLECHIAN_HATER","It was a mistake to open this checkpoint.","Das war ein Fehler, diesen Grenzübergang zu öffnen."
"traveler:FINALLY_RETURN_HOME","Finally I can return home.","Endlich kann ich nach Hause."
"traveler:FINALLY_RETURN_HOME","You bastard.","Du Wichser."
"traveler:FINALLY_RETURN_HOME","Thank you.","Danke."
"traveler:SMALL_CHECKPOINT","This checkpoint is smaller than I expected.","Dieser Grenzübergang ist kleiner als ich dachte."
"traveler:WAITED_FOREVER","I have waited in this damn line since for 8 hours.","8 Stunden habe ich in dieser beschissenen Schlange gewartet."
"traveler:WAITED_FOREVER","I hope it was worth it.","Ich hoffe, das war jetzt nicht für'n Arsch."
"traveler:WAITED_FOREVER","Unbelievable. Go to hell.","Ich fasse es nicht. Fahr zur Hölle!"
"traveler:HURRY_UP","Hurry up.","Beeilung."
"traveler:HURRY_UP","I am meeting bus soon.","Mein Bus fährt gleich."
"traveler:HURRY_UP","What is this?","Was soll das denn jetzt?!"
"traveler:HURRY_UP","Finally.","Endlich."
"traveler:GLAD_YOU_HAVE_JOB","I heard about terrorist attack.","Ich habe von einem Bombenanschlag gehört. Terroristen."
"traveler:GLAD_YOU_HAVE_JOB","You are lucky to have a job still.","Sie können froh sein, daß Sie noch Arbeit haben."
"traveler:GLAD_YOU_HAVE_JOB","Be safe.","Passen Sie auf sich auf."
"traveler:TICKET_NOT_PERMIT","What? I do not know. To visit?","Was? Keine Ahnung. Zu Besuch?"
"traveler:TICKET_NOT_PERMIT","A few days maybe.","Vielleicht ein paar Tage."
"traveler:TICKET_NOT_PERMIT","Entry permit? I have ticket here.","Einreise-Genehmigung? Ich habe hier ein Visum."
"traveler:TICKET_NOT_PERMIT","Let me through.","Lassen Sie mich durch."
"traveler:TICKET_NOT_PERMIT","@Ticket is not enough any more.","@Ein Visum reicht nicht mehr."
"traveler:TICKET_NOT_PERMIT","@Get a permit.","@Holen Sie sich eine Genehmigung."
"traveler:TICKET_NOT_PERMIT","Bullshit!","Schwachsinn!"
"traveler:TICKET_NOT_PERMIT","I paid good money for ticket.","Für das Visum habe ich gutes Geld bezahlt."
"traveler:VISIT_SON","I am so happy that the border has opened.","Ich bin ja so froh, daß die Grenze auf ist."
"traveler:VISIT_SON","I will visit my son. I have not seen him in six years. [Speech/Purpose]","Ich möchte meinen Sohn besuchen. Seit sechs Jahren habe ich ihn schon nicht mehr gesehen. [Speech/Purpose]"
"traveler:VISIT_SON","6 months. [Speech/Duration]","6 Monate. [Speech/Duration]"
"traveler:VISIT_SON","Please, let me pass. My son is waiting.","Bitte lassen Sie mich durch. Mein Sohn wartet doch auf mich."
"traveler:VISIT_SON","Thank you.","Danke."
"traveler:VISIT_SON","Curse you.","Der Teufel soll dich holen."
"traveler:DETAIN_FIRST","Hey wait.","He, Moment!"
"traveler:DETAIN_FIRST","Do not arrest me, please.","Nicht verhaften, bitte!"
"traveler:DETAIN_FIRST","Just deny my passport and I will go away.","Lehnen Sie einfach meinen Paß ab, und ich gehe wieder!"
"traveler:HATE_COUNTRY","It is not my choice. I hate this damn country.","Ich bin nicht freiwillig hier. Ich hasse dieses Scheißland."
"traveler:HATE_COUNTRY","I am just passing through. [Speech/Purpose]","Ich bin nur auf der Durchreise. [Speech/Purpose]"
"traveler:HATE_COUNTRY","As little as possible. 2 days. [Speech/Duration]","So kurz wie möglich. 2 Tage. [Speech/Duration]"
"traveler:HATE_COUNTRY","Ugh.","Uff."
"traveler:HATE_COUNTRY","Just as well.","Auch gut."
"traveler:SEARCH_BRIBE_INTRO","Slow down my friend.","Immer schön langsam, mein Freund."
"traveler:SEARCH_BRIBE_INTRO","I have only harmless medicine.","Ich habe nur harmlose Medikamente dabei."
"traveler:SEARCH_BRIBE_INTRO","I give you 10 credits to let me through.","Ich gebe Ihnen 10 Credits, wenn Sie mich durchlassen."
"traveler:SEARCH_BRIBE_INTRO","Excellent.","Wunderbar."
"traveler:SEARCH_BRIBE_INTRO","As I promised.","Wie versprochen."
"traveler:SEARCH_BRIBE_INTRO","Why you turn down good money?","Warum lehnst du gutes Geld ab?"
"traveler:SEARCH_BRIBE_INTRO","@You are lucky to escape arrest.","@Sie können froh sein, daß ich Sie nicht einbuchte."
"traveler:SEARCH_BRIBE_INTRO","@Do not come back.","@Lassen Sie sich hier ja nicht wieder blicken."
"traveler:SEARCH_BRIBE_INTRO","@You cannot bribe an officer of Arstotzka.","@Ein arstotzkanischer Beamter läßt sich nicht bestechen."
"traveler:SEARCH_BRIBE_INTRO","They must pay well for such obedience, dog.","Für so viel Treue müssen die dich gut bezahlen, du Hund."
"traveler:TWO_PASSPORTS","Shit!","Scheiße!"
"traveler:TWO_PASSPORTS","I make small mistake.","Kleiner Fehler von mir."
"traveler:TWO_PASSPORTS","Please give documents back.","Bitte geben Sie mir meine Papiere zurück."
"traveler:TWO_PASSPORTS","@Why do you have two passports?","@Warum haben Sie zwei Pässe?"
"traveler:TWO_PASSPORTS","Is funny story.","Ist 'ne witzige Geschichte."
"traveler:TWO_PASSPORTS","I tell you everything.","Erzähle ich Ihnen gerne."
"traveler:TWO_PASSPORTS","First, you give papers back to me.","Aber erst wenn Sie mir meine Papiere zurückgegeben haben."
"traveler:TWO_PASSPORTS","And the others?","Und die anderen?"
"traveler:TWO_PASSPORTS","Last one please.","Und den letzten, bitte."
"traveler:IDSUPPLEMENT_COMPLAIN","This id supplement is total pain.","Dieser Ausweis-Anhang ist doch total für'n Arsch."
"traveler:IDSUPPLEMENT_COMPLAIN","Was not easy to get and only lasts few days.","Kaum zu beschaffen und gilt dann auch nur ein paar Tage."
"traveler:IDSUPPLEMENT_COMPLAIN","You Arstotzkans just make it harder and harder.","Ihr Arschtotzkaner macht es immer schwerer und schwerer."
"traveler:IDSUPPLEMENT_COMPLAIN","Why even have open border?","Warum macht ihr dann überhaupt eure Grenze auf?"
"traveler:IDSUPPLEMENT_COMPLAIN","Bah.","Pah."
"traveler:IDSUPPLEMENT_COMPLAIN","Would be better to spend money on bribe.","Das Geld hätte ich besser zum Bestechen genommen."
"traveler:IDSUPPLEMENT_COMPLAIN","Less trouble and faster.","Weniger Ärger und auch noch schneller."
"traveler:IDSUPPLEMENT_COMPLAIN","I knew it would not even work.","Ich wußte doch, daß das nichts wird."
"traveler:CRIMINAL_FIRST","@Funny to see you here.","@Witzig, Sie hier zu sehen."
"traveler:CRIMINAL_FIRST","@Just when starting to look for criminals.","@Wo ich doch gerade erst angefangen habe, auf Kriminelle zu achten."
"traveler:CRIMINAL_FIRST","Criminals?","Kriminelle?!"
"traveler:CRIMINAL_FIRST","What are you saying?","Was sagen Sie da?!"
"traveler:DENIAL_REASON_FIRST","Denied?","Abgelehnt?"
"traveler:DENIAL_REASON_FIRST","For what reason?","Mit welcher Begründung?"
"traveler:DENIAL_REASON_FIRST","@It is clearly stamped there.","@Steht da."
"traveler:DENIAL_REASON_FIRST","Oh.~","Achso.~"
"traveler:DENIAL_REASON_FIRST","Screw you anyways.","Leck mich trotzdem."
"traveler:NO_IMPORIANS_FIRST","@Imporians are prohibited from entering.","@Imporern ist die Einreise untersagt."
"traveler:NO_IMPORIANS_DAY","@Imporians are prohibited from entering.","@Imporern ist die Einreise untersagt."
"traveler:NO_UNITEDFED_FIRST","@Do not bring your sickness to Arstotzka.","@Es ist strengstens verboten, Krankheiten nach Arstotzka einzuschleppen."
"traveler:NO_UNITEDFED_FIRST","What?","Was?"
"traveler:NO_UNITEDFED_FIRST","I am perfectly healthy.","Ich bin doch kerngesund."
"traveler:NO_UNITEDFED_FIRST","It is so easy to deny entry.","Es ist ja so leicht, jemanden abzuweisen."
"traveler:NO_UNITEDFED_FIRST","All this paperwork is wasted.","Der ganze Papierkram für die Tonne."
"traveler:NO_UNITEDFED","@Do not bring your sickness to Arstotzka.","@Es ist strengstens verboten, Krankheiten nach Arstotzka einzuschleppen."
"traveler:NO_UNITEDFED","What?","Was?"
"traveler:NO_UNITEDFED","I am perfectly healthy.","Ich bin doch kerngesund."
"traveler:NO_UNITEDFED","It is so easy to deny entry.","Es ist ja so leicht, jemanden abzuweisen."
"traveler:NO_UNITEDFED","All this paperwork is wasted.","Der ganze Papierkram für die Tonne."
"traveler:CONFISCATION_DISTRICT_FIRST","Thank you. It is good to be back home.","Danke. Es ist gut, wieder zu Hause zu sein."
"traveler:CONFISCATION_DISTRICT_FIRST","I am leaving for trip soon so I just need my passport back.","Ich muss bald verreisen, also brauche ich meinen Paß wieder zurück."
"traveler:CONFISCATION_DISTRICT_FIRST","@It is being confiscated.","@Der wird konfisziert."
"traveler:CONFISCATION_DISTRICT_FIRST","What do you mean?","Was soll das heißen?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip for recovery.","@Rufen Sie die Nummer auf dem Beleg an, um ihn wieder auszulösen."
"traveler:CONFISCATION_DISTRICT_FIRST","You can just hand it back.","Sie können ihn mir auch einfach zurückgeben."
"traveler:CONFISCATION_DISTRICT_FIRST","@It has been filed. I cannot give it back.","@Ich habe ihn zu den Akten gelegt und kann ihn jetzt nicht wieder Ihnen aushändigen."
"traveler:CONFISCATION_DISTRICT_FIRST","I am not leaving without passport.","Ohne meine Paß gehe ich aber nicht."
"traveler:CONFISCATION_DISTRICT_FIRST","Where is my passport?","Wo ist mein Paß?"
"traveler:CONFISCATION_DISTRICT_FIRST","You deny entry and take passport?","Sie verweigern mir die Einreise und nehmen mir dann auch noch den Paß ab?"
"traveler:CONFISCATION_DISTRICT_FIRST","What am I supposed to do?","Und was soll ich jetzt machen?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip.","@Die Nummer auf dem Beleg anrufen."
"traveler:CONFISCATION_DISTRICT_FIRST","You cannot do this to me!","Das können Sie doch nicht machen!"
"traveler:CONFISCATION_DISTRICT_FIRST","I am Arstotzkan citizen.","Ich bin arstotzkanischer Bürger!"
"traveler:CONFISCATION_DISTRICT_FIRST","I have right to travel freely.","Ich habe ein Grundrecht auf Reisefreiheit!"
"traveler:WHISTLEBLOWER","Thank you.","Danke."
"traveler:WHISTLEBLOWER","I hope that things are better here.","Ich hoffe, hier ist es besser."
"traveler:WHISTLEBLOWER","What? I was promised asylum here.","Was? Man hat mir hier Asyl versprochen!"
"traveler:WHISTLEBLOWER","I have nowhere else to go.","Ich kann doch sonst nirgendwo hin!"
"traveler:WHISTLEBLOWER","@This is not my problem.","@Ist nicht mein Problem."
"traveler:ACCESSPERMIT_FIRST","You Arstotzkans keep changing rules here.","Ihr Arschtotzkaner ändert hier ja ständig die Regeln."
"traveler:ACCESSPERMIT_FIRST","My sister came through last week with different documents.","Meine Schwester ist letzte Woche mit ganz anderen Papieren eingereist."
"traveler:ACCESSPERMIT_FIRST","Now I need new access permit.","Und jetzt brauche ich dieses neue Visum."
"traveler:ACCESSPERMIT_FIRST","Costs twice as much as before.","Das kostet dann doppelt so viel."
"traveler:ACCESSPERMIT_WRONG","What the hell is access permit?","Was zur Hölle soll denn ein Visum sein?"
"traveler:ACCESSPERMIT_WRONG","Do you mean entry permit?","Meinen Sie etwa eine Einreise-Genehmigung?"
"traveler:ACCESSPERMIT_WRONG","I have it there.","Die habe ich hier."
"traveler:ACCESSPERMIT_WRONG","@I mean access permit.","@Ich meine ein Visum."
"traveler:ACCESSPERMIT_WRONG","Never heard of it. Sounds stupid.","Nie davon gehört. Hört sich selten dämlich an."
"traveler:ACCESSPERMIT_WRONG","@Entry permit and supplement are no longer accepted.","@Einreise-Genehmigung und Anhang werden nicht mehr akzeptiert."
"traveler:ACCESSPERMIT_WRONG","@Access permit replaces them.","@Das Visum ersetzt beide."
"traveler:ACCESSPERMIT_WRONG","@Makes my job easier.","@Macht mir die Arbeit leichter."
"traveler:ACCESSPERMIT_WRONG","I do not care about your job.","Mir doch scheißegal, deine Arbeit."
"traveler:ACCESSPERMIT_WRONG","Damnit.","Verdammte Scheiße."
"traveler:STRICT_BORDER","I've heard this is very strict checkpoint.","Die Kontrollen hier sollen ja sehr streng sein."
"traveler:STRICT_BORDER","I am glad my papers are in order.","Da bin ich aber froh, daß meine Papiere in Ordnung sind."
"traveler:DESPERATE_BEFORECLOSE","I have heard the border will close.","Ich habe gehört, daß die Grenze geschlossen wird."
"traveler:DESPERATE_BEFORECLOSE","My access permit will not arrive in time.","Mein Visum wird aber nicht mehr rechtzeitig ankommen."
"traveler:DESPERATE_BEFORECLOSE","Please have mercy.","Bitte, haben Sie doch Erbarmen mit mir."
"traveler:DESPERATE_BEFORECLOSE","Yes I know. I just told you that.","Ja, ich weiß. Das habe ich Ihnen doch gerade schon gesagt."
"traveler:DESPERATE_BEFORECLOSE","I am afraid the border will close before I can enter.","Ich habe Angst, daß die Grenze zugemacht wird, bevor ich einreisen kann."
"traveler:WALLCOMMENT_PLAQUEONE","What is this plaque on the wall?","Was ist das denn da für eine Urkunde an der Wand?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for presence?","Sie werden für Ihre Anwesenheit gelobt?"
"traveler:WALLCOMMENT_PLAQUEONE","Way to go.","Hut ab."
"traveler:WALLCOMMENT_PLAQUEONE","What is this on the wall?","Was ist denn das da an der Wand?"
"traveler:WALLCOMMENT_PLAQUEONE","Recognized for sufficience?","Anerkennung für Dienst nach Vorschrift?"
"traveler:WALLCOMMENT_PLAQUEONE","Impressive. Why even bother with plaque?","Beeindruckend. Wozu dann überhaupt eine Urkunde?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for excellence?","Eine Anerkennung für hervorragende Arbeit?"
"traveler:WALLCOMMENT_PLAQUEONE","I hope they give you raise and not just plaque.","Ich hoffe, Sie kriegen eine Gehaltserhöhung und nicht bloß eine Urkunde."
"traveler:WALLCOMMENT_PLAQUEONE","Find a better plaque.","Suchen Sie sich mal eine bessere Urkunde."
"traveler:WALLCOMMENT_PLAQUEONE","This one looks like cheap shit.","Die da sieht doch einfach nur billig und scheiße aus."
"traveler:WALLCOMMENT_PLAQUEONE","Figures.","Paßt."
"traveler:WALLCOMMENT_PLAQUEONE","You are like this plaque.","Du bist genau so wie die Urkunde da."
"traveler:WALLCOMMENT_PLAQUEONE","Cheap shit.","Billig und scheiße."
"traveler:WALLCOMMENT_PLAQUEONE","What the hell?","Was zur Hölle?!"
"traveler:WALLCOMMENT_ARSKICKER","Nice banner!","Schönes Banner auch!"
"traveler:WALLCOMMENT_ARSKICKER","I remember that game.","An das Spiel kann ich mich noch erinnern."
"traveler:WALLCOMMENT_ARSKICKER","Intense.","Spannend."
"traveler:WALLCOMMENT_ARSKICKER","Go Arskickers!","Arsbomben vor, noch ein Tor!"
"traveler:WALLCOMMENT_ARSKICKER","What the hell?","Was zur Hölle?!"
"traveler:WALLCOMMENT_ARSKICKER","I thought we have Arskickers connection.","Und ich dachte, wir Arsbomben halten zusammen ..."
"traveler:WALLCOMMENT_SONDRAWING","What is this drawing on the wall?","Was ist das denn da für ein Bild an der Wand?"
"traveler:WALLCOMMENT_SONDRAWING","My dog can do better.","Das kann mein Hund ja noch besser."
"traveler:WALLCOMMENT_SONDRAWING","@It is from my son.","@Ist von meinem Sohn."
"traveler:WALLCOMMENT_SONDRAWING","Oh.~","Oh.~"
"traveler:WALLCOMMENT_SONDRAWING","Maybe he should try sports.","Vielleicht sollte er mal was mit Sport machen."
"traveler:WALLCOMMENT_SONDRAWING","Thanks.","Danke."
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.","So wirklich schlecht ist das Bild ja an sich gar nicht."
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.","Ich war nur schlecht drauf. Tut mir leid."
"traveler:WALLCOMMENT_SONDRAWING","Huh?","Hä?"
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?","Sie lassen mich jetzt wegen der Bemerkung über das Bild nicht rein, oder?"
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.","@Der Ausgang befindet sich zu Ihrer Rechten."
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?","Was tun Sie denn da?!"
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?","Nur weil ich einen Scherz über das Bild gemacht habe?!"
"traveler:WALLCOMMENT_SONDRAWING","I take it back!","Ich nehm' alles zurück!"
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!","Das Bild gehört in ein Museum!"
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.","Schönes Bild, das Sie da an der Wand haben."
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.","Erinnert mich daran, daß ich ja auch mal eine Familie hatte."
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.","Danke."
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.","Passen Sie gut auf Ihre Familie auf."
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.","Man verliert sie nur allzu leicht."
"speech:ask-purpose","What is the purpose of your trip?","Was ist der Zweck Ihrer Reise?"
"speech:state-purpose","Visiting.","Besuch."
"speech:state-purpose","Just visiting.","Nur ein Besuch."
"speech:state-purpose","I am visiting relatives.","Ich besuche Verwandte."
"speech:state-purpose","Visiting friends.","Freunde besuchen."
"speech:state-purpose","I come for visit.","Ich komme zu Besuch."
"speech:state-purpose","Only to visit.","Nur zu Besuch."
"speech:state-purpose","I will visit friends.","Ich möchte Freunde besuchen."
"speech:state-purpose","Transit.","Transit."
"speech:state-purpose","I pass through.","Ich bin auf der Durchreise."
"speech:state-purpose","Transit through the country.","Durch das Land reisen."
"speech:state-purpose","I am transiting to elsewhere.","Ich bin auf der Durchreise in ein anderes Land."
"speech:state-purpose","Transit through Arstotzka.","Transit durch Arstotzka."
"speech:state-purpose","Passing through.","Ich komme hier nur durch."
"speech:state-purpose","I am in transit.","Ich nutze den Transitverkehr."
"speech:state-purpose","Work.","Arbeit."
"speech:state-purpose","I come to work.","Ich bin hier, um zu arbeiten."
"speech:state-purpose","I have job here.","Ich habe hier Arbeit."
"speech:state-purpose","I plan to work.","Ich will arbeiten."
"speech:state-purpose","Immigrating.","Einwandern."
"speech:state-purpose","I am immigrating to Arstotzka.","Ich will nach Arstotzka einwandern."
